Acura,ILX,2019,"24""","19"""
Acura,MDX,2019,"24""","20"""
Acura,NSX,2019,"24""","24"""
Acura,RDX,2019,"24""","18"""
Acura,RLX,2019,"24""","19"""
Acura,TLX,2019,"24""","17"""
Alfa Romeo,Giulia,2019,"24""","18"""
Alfa Romeo,Stelvio,2019,"26""","18"""
Audi,A3,2019,"26""","19"""
Audi,A3 Quattro,2019,"26""","19"""
Audi,A4,2019,"24""","20"""
Audi,A4 allroad,2019,"24""","20"""
Audi,A4 Quattro,2019,"24""","20"""
Audi,A8 Quattro,2019,"26""","20"""
Audi,Q5,2019,"24""","20"""
Audi,Q7,2019,"26""","20"""
Audi,Q8,2019,"26""","20"""
Audi,RS5,2019,"24""","20"""
Audi,RS5 Sportback,2019,"24""","20"""
Audi,S5,2019,"24""","20"""
Audi,S5 Sportback,2019,"24""","20"""
Audi,SQ5,2019,"24""","20"""
BMW,330i xDrive,2019,"24""","19"""
BMW,530e,2019,"26""","18"""
BMW,530e xDrive,2019,"26""","18"""
BMW,530i,2019,"26""","18"""
BMW,530i xDrive,2019,"26""","18"""
BMW,540i,2019,"26""","18"""
BMW,540i xDrive,2019,"26""","18"""
BMW,740e xDrive,2019,"26""","18"""
BMW,740i,2019,"26""","18"""
BMW,740i xDrive,2019,"26""","18"""
BMW,750i,2019,"26""","18"""
BMW,750i xDrive,2019,"26""","18"""
BMW,750Li xDrive,2019,"26""","18"""
BMW,i3,2019,"28""","21"""
BMW,i3s,2019,"28""","21"""
BMW,i8,2019,"28""","22"""
BMW,M2,2019,"22""","18"""
BMW,M4,2019,"24""","18"""
BMW,M5,2019,"24""","18"""
BMW,M760i xDrive,2019,"26""","18"""
BMW,M760Li xDrive,2019,"26""","18"""
BMW,M850i xDrive,2019,"26""","17"""
BMW,X5,2019,"26""","20"""
Buick,Cascada,2019,"26""","24"""
Buick,Enclave,2019,"24""","20"""
Buick,Envision,2019,"24""","18"""
Buick,LaCrosse,2019,"26""","18"""
Buick,Regal Sportback,2019,"24""","20"""
Buick,Regal TourX,2019,"24""","20"""
Cadillac,ATS,2019,"21""","18"""
Cadillac,CT6,2019,"22""","22"""
Cadillac,Escalade,2019,"22""","22"""
Cadillac,Escalade ESV,2019,"22""","22"""
Cadillac,XT4,2019,"22""","20"""
Cadillac,XT5,2019,"22""","22"""
Cadillac,XTS,2019,"24""","18"""
Chevrolet,Blazer,2019,"22""","18"""
Chevrolet,Bolt EV,2019,"26""","26"""
Chevrolet,Camaro,2019,"22""","20"""
Chevrolet,Colorado,2019,"21""","17"""
Chevrolet,Corvette,2019,"22""","20"""
Chevrolet,Equinox,2019,"22""","18"""
Chevrolet,Express 2500,2019,"22""","22"""
Chevrolet,Express 3500,2019,"22""","22"""
Chevrolet,Malibu,2019,"24""","18"""
Chevrolet,Silverado 1500,2019,"21""","21"""
Chevrolet,Silverado 1500 LD,2019,"22""","22"""
Chevrolet,Silverado 2500 HD,2019,"22""","22"""
Chevrolet,Silverado 6500 HD,2019,"22""","22"""
Chevrolet,Sonic,2019,"26""","14"""
Chevrolet,Spark,2019,"22""","14"""
Chevrolet,Suburban,2019,"22""","22"""
Chevrolet,Tahoe,2019,"22""","22"""
Chevrolet,Traverse,2019,"24""","20"""
Chevrolet,Trax,2019,"24""","14"""
Chevrolet,Volt,2019,"26""","26"""
Chrysler,300,2019,"22""","21"""
Chrysler,Pacifica,2019,"26""","20"""
Dodge,Challenger,2019,"21""","21"""
Dodge,Charger,2019,"22""","21"""
Dodge,Durango,2019,"22""","21"""
Dodge,Grand Caravan,2019,"24""","20"""
Fiat,124 Spider,2019,"18""","19"""
Fiat,500,2019,"24""","14"""
Ford,Edge,2019,"28""","28"""
Ford,Escape,2019,"28""","28"""
Ford,Expedition,2019,"22""","22"""
Ford,Explorer,2019,"26""","22"""
Ford,F-150,2019,"22""","22"""
Ford,F-250 Super Duty,2019,"22""","22"""
Ford,F-350 Super Duty,2019,"22""","22"""
Ford,Fusion,2019,"26""","26"""
Ford,GT,2019,"22""","20"""
Ford,Mustang,2019,"22""","20"""
Ford,Police Interceptor Sedan,2019,"26""","26"""
Ford,Ranger,2019,"26""","16"""
Ford,Transit Connect,2019,"28""","28"""
Ford,Transit-350,2019,"28""","20"""
Genesis,G70,2019,"26""","18"""
Genesis,G80,2019,"26""","16"""
Genesis,G90,2019,"26""","16"""
GMC,Acadia,2019,"22""","20"""
GMC,Canyon,2019,"21""","18"""
GMC,Savana 2500,2019,"22""","22"""
GMC,Savana 3500,2019,"22""","22"""
GMC,Sierra 1500,2019,"22""","22"""
GMC,Sierra 2500 HD,2019,"22""","22"""
GMC,Terrain,2019,"22""","18"""
GMC,Yukon,2019,"22""","22"""
GMC,Yukon XL,2019,"22""","22"""
Honda,Accord,2019,"24""","16"""
Honda,Civic,2019,"26""","18"""
Honda,Clarity,2019,"24""","24"""
Honda,CR-V,2019,"24""","16"""
Honda,Fit,2019,"26""","13"""
Honda,HR-V,2019,"24""","17"""
Honda,Insight,2019,"26""","18"""
Honda,Odyssey,2019,"24""","22"""
Honda,Passport,2019,"24""","22"""
Honda,Pilot,2019,"24""","22"""
Honda,Ridgeline,2019,"24""","22"""
Hyundai,Accent,2019,"24""","14"""
Hyundai,Elantra,2019,"24""","16"""
Hyundai,Elantra GT,2019,"24""","16"""
Hyundai,Ioniq,2019,"26""","18"""
Hyundai,Kona,2019,"24""","16"""
Hyundai,Kona Electric,2019,"24""","16"""
Hyundai,Nexo,2019,"26""","16"""
Hyundai,Santa Fe,2019,"24""","16"""
Hyundai,Santa Fe XL,2019,"24""","16"""
Hyundai,Sonata,2019,"26""","18"""
Hyundai,Tucson,2019,"26""","16"""
Hyundai,Veloster,2019,"24""","16"""
Hyundai,Veloster N,2019,"24""","16"""
Infiniti,Q50,2019,"24""","17"""
Infiniti,Q60,2019,"24""","24"""
Infiniti,Q70L,2019,"24""","19"""
Infiniti,QX30,2019,"24""","19"""
Infiniti,QX50,2019,"24""","18"""
Infiniti,QX60,2019,"24""","17"""
Infiniti,QX80,2019,"24""","19"""
Jaguar,F-Pace,2019,"26""","19"""
Jaguar,F-Type,2019,"22""","21"""
Jaguar,I-Pace,2019,"27""","20"""
Jaguar,XE,2019,"26""","17"""
Jaguar,XF,2019,"26""","17"""
Jaguar,XJ,2019,"22""","18"""
Jaguar,XJR575,2019,"22""","19"""
Jeep,Cherokee,2019,"26""","18"""
Jeep,Compass,2019,"24""","18"""
Jeep,Grand Cherokee,2019,"22""","21"""
Jeep,Renegade,2019,"22""","20"""
Jeep,Wrangler,2019,"16""","16"""
Kia,Cadenza,2019,"24""","18"""
Kia,Forte,2019,"26""","16"""
Kia,K900,2019,"24""","16"""
Kia,Niro,2019,"24""","16"""
Kia,Niro EV,2019,"24""","14"""
Kia,Optima,2019,"24""","18"""
Kia,Rio,2019,"24""","14"""
Kia,Sedona,2019,"24""","17"""
Kia,Sorento,2019,"24""","14"""
Kia,Soul,2019,"22""","20"""
Kia,Soul EV,2019,"24""","20"""
Kia,Sportage,2019,"24""","14"""
Kia,Stinger,2019,"24""","18"""
Land Rover,Discovery Sport,2019,"24""","20"""
Land Rover,Range Rover Evoque,2019,"22""","21"""
Land Rover,Range Rover Velar,2019,"26""","19"""
Lexus,ES300h,2019,"24""","18"""
Lexus,ES350,2019,"26""","18"""
Lexus,GS F,2019,"24""","18"""
Lexus,GS300,2019,"26""","18"""
Lexus,GS350,2019,"24""","18"""
Lexus,GX460,2019,"24""","20"""
Lexus,IS300,2019,"24""","18"""
Lexus,IS350,2019,"22""","18"""
Lexus,LC500,2019,"26""","18"""
Lexus,LC500h,2019,"26""","18"""
Lexus,LS500,2019,"24""","20"""
Lexus,LS500h,2019,"24""","20"""
Lexus,LX570,2019,"24""","22"""
Lexus,RC F,2019,"24""","18"""
Lexus,RC300,2019,"24""","18"""
Lexus,RC350,2019,"24""","18"""
Lexus,RX350,2019,"24""","21"""
Lexus,RX350L,2019,"26""","21"""
Lexus,RX450h,2019,"26""","21"""
Lexus,RX450hL,2019,"26""","21"""
Lexus,UX200,2019,"24""","16"""
Lexus,UX250h,2019,"24""","16"""
Lincoln,Continental,2019,"22""","20"""
Lincoln,MKC,2019,"26""","16"""
Lincoln,MKZ,2019,"22""","20"""
Lincoln,Nautilus,2019,"24""","18"""
Lincoln,Navigator,2019,"22""","22"""
Maserati,Ghibli,2019,"26""","18"""
Maserati,Levante,2019,"26""","18"""
Maserati,Quattroporte,2019,"26""","18"""
Mazda,CX-3,2019,"22""","19"""
Mazda,MX-5 Miata,2019,"18""","19"""
Mercedes-Benz,AMG GT C,2019,"20""","20"""
Mercedes-Benz,AMG GT R,2019,"20""","20"""
Mercedes-Benz,GLE400,2019,"26""","22"""
Mercedes-Benz,GLE43 AMG,2019,"26""","22"""
Mercedes-Benz,GLE63 AMG,2019,"26""","22"""
Mercedes-Benz,GLE63 AMG S,2019,"26""","22"""
Mercedes-Benz,GLS450,2019,"26""","22"""
Mercedes-Benz,GLS550,2019,"26""","22"""
Mercedes-Benz,GLS63 AMG,2019,"26""","22"""
Mercedes-Benz,SLC300,2019,"22""","22"""
Mini,Cooper Clubman,2019,"22""","20"""
Mitsubishi,Eclipse Cross,2019,"22""","20"""
Mitsubishi,Mirage,2019,"22""","16"""
Mitsubishi,Mirage G4,2019,"22""","16"""
Mitsubishi,Outlander,2019,"24""","18"""
Mitsubishi,Outlander Sport,2019,"22""","21"""
Mitsubishi,RVR,2019,"22""","21"""
Nissan,Altima,2019,"24""","17"""
Nissan,Armada,2019,"22""","19"""
Nissan,GT-R,2019,"21""","21"""
Nissan,Kicks,2019,"26""","16"""
Nissan,Leaf,2019,"24""","16"""
Nissan,Maxima,2019,"26""","16"""
Nissan,Micra,2019,"22""","14"""
Nissan,Murano,2019,"26""","18"""
Nissan,Pathfinder,2019,"24""","17"""
Nissan,Rogue,2019,"24""","17"""
Nissan,Rogue Sport,2019,"28""","18"""
Nissan,Titan,2019,"24""","20"""
Nissan,Titan XD,2019,"24""","20"""
Porsche,Panamera,2019,"24""","21"""
Ram,1500,2019,"24""","24"""
Ram,1500 Classic,2019,"24""","24"""
Ram,2500,2019,"22""","22"""
Ram,3500,2019,"22""","22"""
Ram,5500,2019,"22""","22"""
Ram,ProMaster 2500,2019,"26""","22"""
Ram,ProMaster 3500,2019,"26""","22"""
Subaru,BRZ,2019,"21""","20"""
Subaru,Legacy,2019,"24""","17"""
Subaru,Outback,2019,"26""","17"""
Subaru,WRX,2019,"24""","14"""
Subaru,WRX STI,2019,"24""","14"""
Toyota,4Runner,2019,"24""","20"""
Toyota,86,2019,"22""","20"""
Toyota,Avalon,2019,"26""","20"""
Toyota,Camry,2019,"26""","20"""
Toyota,Corolla,2019,"28""","26"""
Toyota,Highlander,2019,"24""","20"""
Toyota,Land Cruiser,2019,"24""","22"""
Toyota,Prius C,2019,"28""","14"""
Toyota,RAV4,2019,"24""","16"""
Toyota,Sequoia,2019,"26""","22"""
Toyota,Sienna,2019,"28""","20"""
Toyota,Tacoma,2019,"22""","20"""
Toyota,Tundra,2019,"26""","22"""
Volkswagen,Arteon,2019,"24""","18"""
Volkswagen,Atlas,2019,"24""","21"""
Volkswagen,Beetle,2019,"22""","22"""
Volkswagen,Jetta,2019,"24""","19"""
Volvo,S90,2019,"24""","20"""
Volvo,V90,2019,"24""","20"""
Volvo,V90 Cross Country,2019,"24""","20"""
Volvo,XC40,2019,"22""","19"""
Volvo,XC90,2019,"24""","20"""
Acura,ILX,2020,"24""","19"""
Acura,MDX,2020,"24""","20"""
Acura,RDX,2020,"24""","18"""
Acura,RLX,2020,"24""","19"""
Acura,TLX,2020,"24""","17"""
BMW,330i xDrive,2020,"24""","19"""
BMW,i8,2020,"28""","24"""
BMW,M2,2020,"22""","18"""
BMW,M850i xDrive,2020,"26""","17"""
Buick,Enclave,2020,"24""","20"""
Buick,Encore GX,2020,"24""","16"""
Buick,Envision,2020,"22""","18"""
Cadillac,CT4,2020,"22""","18"""
Cadillac,CT5,2020,"22""","18"""
Cadillac,CT6,2020,"22""","18"""
Cadillac,Escalade,2020,"22""","22"""
Cadillac,Escalade ESV,2020,"22""","22"""
Cadillac,XT4,2020,"24""","20"""
Cadillac,XT5,2020,"24""","20"""
Cadillac,XT6,2020,"24""","20"""
Chevrolet,Blazer,2020,"24""","18"""
Chevrolet,Camaro,2020,"22""","20"""
Chevrolet,Colorado,2020,"21""","18"""
Chevrolet,Equinox,2020,"24""","18"""
Chevrolet,Express 2500,2020,"22""","22"""
Chevrolet,Express 3500,2020,"22""","22"""
Chevrolet,Malibu,2020,"26""","18"""
Chevrolet,Silverado 1500,2020,"22""","22"""
Chevrolet,Silverado 2500 HD,2020,"22""","22"""
Chevrolet,Spark,2020,"22""","14"""
Chevrolet,Suburban,2020,"22""","22"""
Chevrolet,Tahoe,2020,"22""","22"""
Chevrolet,Traverse,2020,"24""","20"""
Chrysler,Pacifica,2020,"24""","20"""
Dodge,Charger,2020,"22""","21"""
Dodge,Durango,2020,"22""","21"""
Ford,Edge,2020,"28""","28"""
Ford,Escape,2020,"24""","20"""
Ford,Expedition,2020,"22""","22"""
Ford,Explorer,2020,"24""","21"""
Ford,F-250 Super Duty,2020,"22""","22"""
Ford,F-350 Super Duty,2020,"22""","22"""
Ford,Fusion,2020,"26""","26"""
Ford,Mustang,2020,"22""","20"""
Ford,Ranger,2020,"26""","16"""
Ford,Transit Connect,2020,"28""","28"""
Genesis,G70,2020,"24""","18"""
Genesis,G80,2020,"26""","16"""
Genesis,G90,2020,"26""","16"""
GMC,Acadia,2020,"22""","20"""
GMC,Canyon,2020,"21""","18"""
GMC,Savana 2500,2020,"22""","22"""
GMC,Savana 3500,2020,"22""","22"""
GMC,Sierra 1500,2020,"22""","22"""
GMC,Sierra 2500 HD,2020,"22""","22"""
GMC,Sierra 3500 HD,2020,"22""","22"""
GMC,Terrain,2020,"22""","18"""
GMC,Yukon,2020,"22""","22"""
GMC,Yukon XL,2020,"22""","22"""
Honda,Accord,2020,"24""","16"""
Honda,Civic,2020,"26""","18"""
Honda,CR-V,2020,"24""","16"""
Honda,HR-V,2020,"24""","18"""
Honda,Insight,2020,"26""","18"""
Honda,Odyssey,2020,"26""","22"""
Honda,Passport,2020,"24""","24"""
Honda,Pilot,2020,"24""","24"""
Hyundai,Accent,2020,"24""","14"""
Hyundai,Elantra,2020,"24""","14"""
Hyundai,Elantra GT,2020,"24""","14"""
Hyundai,Ioniq,2020,"26""","18"""
Hyundai,Kona,2020,"24""","16"""
Hyundai,Palisade,2020,"24""","19"""
Hyundai,Santa Fe,2020,"24""","16"""
Hyundai,Sonata,2020,"24""","18"""
Hyundai,Tucson,2020,"24""","16"""
Hyundai,Veloster,2020,"24""","16"""
Hyundai,Veloster N,2020,"24""","16"""
Hyundai,Venue,2020,"22""","17"""
Infiniti,Q50,2020,"24""","17"""
Infiniti,Q60,2020,"24""","17"""
Infiniti,QX50,2020,"24""","18"""
Infiniti,QX60,2020,"24""","17"""
Infiniti,QX80,2020,"22""","19"""
Jaguar,F-Type,2020,"22""","21"""
Jeep,Cherokee,2020,"26""","18"""
Jeep,Compass,2020,"24""","18"""
Jeep,Gladiator,2020,"16""","16"""
Jeep,Grand Cherokee,2020,"22""","21"""
Jeep,Wrangler,2020,"16""","16"""
Kia,Forte,2020,"24""","16"""
Kia,Forte5,2020,"24""","16"""
Kia,K900,2020,"24""","16"""
Kia,Niro,2020,"24""","16"""
Kia,Optima,2020,"24""","18"""
Kia,Rio,2020,"24""","14"""
Kia,Sedona,2020,"24""","17"""
Kia,Sorento,2020,"24""","14"""
Kia,Soul,2020,"22""","19"""
Kia,Soul EV,2020,"22""","20"""
Kia,Sportage,2020,"24""","14"""
Kia,Stinger,2020,"24""","18"""
Kia,Telluride,2020,"26""","18"""
Lamborghini,Aventador,2020,"24""","28"""
Lamborghini,Urus,2020,"26""","20"""
Land Rover,Discovery Sport,2020,"24""","20"""
Land Rover,Range Rover Velar,2020,"26""","19"""
Lexus,ES300h,2020,"24""","18"""
Lexus,ES350,2020,"24""","18"""
Lexus,GS350,2020,"26""","18"""
Lexus,GX460,2020,"24""","20"""
Lexus,IS350,2020,"24""","18"""
Lexus,LC500,2020,"24""","18"""
Lexus,LS500,2020,"26""","20"""
Lexus,LS500h,2020,"26""","20"""
Lexus,LX570,2020,"24""","22"""
Lexus,RC F,2020,"24""","18"""
Lexus,RC350,2020,"24""","18"""
Lexus,RX350L,2020,"26""","21"""
Lexus,RX450h,2020,"26""","21"""
Lincoln,Corsair,2020,"26""","18"""
Lincoln,MKZ,2020,"22""","20"""
Lincoln,Nautilus,2020,"24""","18"""
Lincoln,Navigator,2020,"21""","22"""
Mazda,3,2020,"24""","17"""
Mazda,CX-3,2020,"21""","19"""
Mazda,MX-5 Miata,2020,"18""","19"""
Mercedes-Benz,AMG GT,2020,"20""","20"""
Mercedes-Benz,AMG GT R,2020,"20""","20"""
Mercedes-Benz,S63 AMG,2020,"24""","22"""
Mini,Cooper Clubman,2020,"22""","20"""
Mitsubishi,Eclipse Cross,2020,"22""","20"""
Mitsubishi,Mirage,2020,"22""","16"""
Mitsubishi,Outlander,2020,"24""","18"""
Mitsubishi,Outlander PHEV,2020,"24""","18"""
Mitsubishi,RVR,2020,"22""","20"""
Nissan,370Z,2020,"21""","19"""
Nissan,Altima,2020,"24""","17"""
Nissan,Armada,2020,"24""","19"""
Nissan,GT-R,2020,"22""","21"""
Nissan,Kicks,2020,"24""","16"""
Nissan,Maxima,2020,"26""","16"""
Nissan,Murano,2020,"24""","18"""
Nissan,Pathfinder,2020,"24""","17"""
Nissan,Qashqai,2020,"26""","18"""
Nissan,Rogue,2020,"24""","17"""
Nissan,Rogue Sport,2020,"26""","18"""
Nissan,Titan,2020,"22""","20"""
Nissan,Titan XD,2020,"22""","20"""
Nissan,Versa,2020,"26""","17"""
Ram,1500,2020,"24""","24"""
Ram,2500,2020,"22""","22"""
Ram,3500,2020,"22""","22"""
Subaru,BRZ,2020,"22""","20"""
Subaru,Crosstrek,2020,"24""","16"""
Subaru,WRX,2020,"24""","14"""
Subaru,WRX STI,2020,"24""","14"""
Toyota,4Runner,2020,"24""","20"""
Toyota,86,2020,"22""","20"""
Toyota,Avalon,2020,"24""","20"""
Toyota,Camry,2020,"26""","20"""
Toyota,Corolla,2020,"28""","28"""
Toyota,Highlander,2020,"24""","18"""
Toyota,Land Cruiser,2020,"24""","22"""
Toyota,RAV4,2020,"26""","16"""
Toyota,Sequoia,2020,"26""","22"""
Toyota,Sienna,2020,"28""","20"""
Toyota,Tacoma,2020,"22""","20"""
Toyota,Tundra,2020,"26""","22"""
Toyota,Yaris,2020,"21""","16"""
Volkswagen,Passat,2020,"24""","19"""